LONG_ID,ELDERLY,WORKING_AGE,YOUTH
20101 2000,441,1125,703
20103 2000,6766,41785,24915
20105 2000,842,1823,1098
20107 2000,1750,5203,3220
20109 2000,632,1559,1050
20111 2000,4183,20764,13461
20113 2000,5109,15862,10330
20115 2000,2824,6839,4428
20117 2000,2414,5559,3535
20119 2000,831,2328,1840
20121 2000,3378,16298,10619
20123 2000,1482,3448,2354
20125 2000,6633,19378,12430
20127 2000,1283,3139,2029
20129 2000,487,1877,1415
20131 2000,2359,5062,4061
20133 2000,2980,9080,5955
20135 2000,837,1759,1035
20137 2000,1165,3362,1711
20139 2000,2648,9171,5975
20141 2000,1144,2148,1365
20143 2000,1086,3349,2077
20145 2000,1340,3955,2345
20147 2000,1311,3095,1927
20149 2000,2451,9908,7201
20151 2000,1851,5036,3330
20153 2000,758,1443,899
20155 2000,10618,36337,21973
20157 2000,1523,2905,1671
20159 2000,1934,5649,3805
20161 2000,4729,40643,21057
20163 2000,1220,2904,1882
20165 2000,899,1795,1029
20167 2000,1774,3777,2191
20169 2000,7480,30424,19406
20171 2000,845,2758,1827
20173 2000,51574,261458,175534
20175 2000,2006,12454,10206
20177 2000,23341,98994,59028
20179 2000,570,1433,950
20181 2000,1153,3608,2410
20183 2000,1264,2194,1272
20185 2000,1015,2412,1636
20187 2000,312,1302,981
20189 2000,727,2877,2306
20191 2000,4014,13813,9844
20193 2000,1197,4384,3147
20195 2000,796,1657,1034
20197 2000,1073,3809,2431
20199 2000,316,870,661
20201 2000,1625,3193,2032
20203 2000,405,1350,986
20205 2000,2061,5386,3486
20207 2000,939,1929,1108
20209 2000,18520,89554,62567
21001 2000,2513,10050,5728
21003 2000,2437,10255,6280
21005 2000,2072,11562,6906
21007 2000,1344,4843,2600
21009 2000,5707,22127,12631
21011 2000,1622,6506,3690
21013 2000,4129,17769,9988
21015 2000,6941,52190,33709
21017 2000,2631,11396,6582
21019 2000,7758,29868,14852
21021 2000,3894,16618,8730
21023 2000,1117,4830,2882
21025 2000,1857,9649,5534
21027 2000,2652,10859,6319
21029 2000,4792,38142,22741
21031 2000,1671,7669,4487
21033 2000,2348,7470,3958
21035 2000,5124,20753,9976
21037 2000,11165,52064,31515
21039 2000,978,2963,1728
21041 2000,1266,6029,3536
21043 2000,3374,16011,9223
21045 2000,2337,8901,5181
21047 2000,7053,42175,30166
21049 2000,4125,20040,11128
21051 2000,2529,15116,8305
21053 2000,1448,5778,3016
21055 2000,1529,5417,2947
21057 2000,1278,4020,2252
21059 2000,12643,52600,32473
21061 2000,1675,6907,3760
21063 2000,901,3937,2346
21065 2000,2062,9139,5028
21067 2000,26174,169112,81372
21069 2000,1845,8082,4783
21071 2000,5169,26103,13677
21073 2000,5885,29644,15057
21075 2000,1360,4243,2652
21077 2000,810,4624,3027
21079 2000,1929,8878,4889
21081 2000,2137,13196,8839
21083 2000,5958,21056,12461
21085 2000,3372,14168,8022
21087 2000,1952,6667,3519
21089 2000,5389,21898,11745
21091 2000,921,5033,3036
21093 2000,9094,55931,35888
21095 2000,4629,19314,11291
21097 2000,2412,10599,6102
21099 2000,2433,10053,6105
21101 2000,5893,26723,15079
21103 2000,1854,9008,5215
21105 2000,972,3014,1559
21107 2000,6858,27240,15265
21109 2000,1597,7982,4809
21111 2000,93982,413562,232660
21113 2000,3717,23687,14513
21115 2000,2954,14191,7737
21117 2000,16769,90885,54895
21119 2000,2004,10675,6023
21121 2000,4056,18453,11530
21123 2000,2007,7673,4538
21125 2000,6042,31874,18537
21127 2000,1937,9279,5266
21129 2000,1135,4777,2415
21131 2000,1424,7614,4121
21133 2000,3183,15384,8144
21135 2000,1756,8367,4867
21137 2000,3051,13768,8122
21139 2000,1463,5903,2953
21141 2000,3656,15404,9331
21143 2000,1357,5316,1711
21145 2000,10445,38193,20860
21147 2000,1810,10018,6404
21149 2000,1438,5819,3334
21151 2000,6933,44646,23798
21153 2000,1407,7933,4931
21155 2000,2339,10777,6312
21157 2000,5271,17594,8792
21159 2000,1225,7461,4778
21161 2000,2604,9740,5521
21163 2000,2139,15693,10816
21165 2000,772,3902,2265
21167 2000,3037,12228,6889
21169 2000,1509,5801,3365
21171 2000,1796,6834,3864
21173 2000,2900,13520,7713
21175 2000,1643,8831,4221
21177 2000,4926,18847,9969
21179 2000,3983,22078,14185
21181 2000,1047,4003,2188
21183 2000,3296,13318,7741
21185 2000,3247,29263,16704
21187 2000,1479,6115,3594
21189 2000,731,2800,1595
21191 2000,1502,8434,5425
21193 2000,3288,18121,9698
21195 2000,8448,42155,22307
21197 2000,1402,7930,4805
21199 2000,8486,33234,17814
21201 2000,384,1288,718
21203 2000,2196,9937,5442
21205 2000,2295,13655,7348
21207 2000,2688,9547,4976
21209 2000,2936,20195,12447
21211 2000,3590,20446,11589
21213 2000,2153,9554,5926
21215 2000,1073,7228,4319
21217 2000,3487,13252,7575
21219 2000,1671,6798,4395
21221 2000,2090,7371,3873
21223 2000,926,4856,2891
21225 2000,2012,8811,5789
21227 2000,9677,56844,31936
21229 2000,1633,6211,3707
21231 2000,2715,11648,6894
21233 2000,2113,8212,4646
21235 2000,4634,20725,12783
21237 2000,895,4144,2496
21239 2000,2414,14289,7955
22001 2000,7220,32197,24050
22003 2000,3002,15513,8556
22005 2000,5892,45373,31620
22007 2000,2545,13419,9059
22009 2000,5675,23497,15138
22011 2000,3925,19091,12283
22013 2000,2771,8260,5740
22015 2000,10259,57713,37771
22017 2000,34444,142395,92730
22019 2000,21759,105590,69481
22021 2000,1467,6197,3539
22023 2000,1058,5817,3783
22025 2000,1573,6192,3863
22027 2000,2915,9163,5780
22029 2000,2971,11055,7704
22031 2000,3584,13984,9706
22033 2000,40932,245199,155822
22035 2000,1174,5061,3900
22037 2000,2268,13020,7467
22039 2000,4522,19316,14409
22041 2000,3258,11454,8086
22043 2000,2375,10557,7156
22045 2000,8359,40735,30009
22047 2000,3580,19934,11962
22049 2000,2487,8553,5353
22051 2000,54315,274021,157356
22053 2000,4177,17087,12570
22055 2000,18122,113498,72736
22057 2000,10143,52078,33950
22059 2000,2110,8012,5033
22061 2000,4819,24453,15784
22063 2000,7812,54278,36640
22065 2000,1595,7122,6137
22067 2000,4686,16826,11685
22069 2000,4722,21505,15625
22071 2000,56653,282311,179206
22073 2000,17432,83313,57126
22075 2000,2613,15546,10575
22077 2000,3160,12690,8476
22079 2000,16492,71538,47220
22081 2000,1383,5038,3925
22083 2000,3152,11443,7940
22085 2000,3873,12810,8310
22087 2000,9262,39069,23140
22089 2000,4308,27844,19431
22091 2000,1311,5837,4170
22093 2000,2362,11861,8476
22095 2000,3356,24822,18329
22097 2000,11758,47317,35457
22099 2000,4920,27852,19549
22101 2000,5899,30194,21372
22103 2000,19160,112704,72960
22105 2000,10690,57955,39199
22107 2000,1028,3605,2421
22109 2000,10186,60330,41741
22111 2000,3400,12913,8081
22113 2000,7272,29736,20629
22115 2000,4168,31208,22134
22117 2000,6292,24614,16178
22119 2000,6817,23127,14603
22121 2000,2097,12766,8255
22123 2000,1913,6873,4269
22125 2000,1090,10651,4062
22127 2000,2366,9886,5704
23001 2000,14962,60934,34019
23003 2000,12551,42652,22465
23005 2000,35324,161249,84482
23007 2000,4184,17178,9619
23009 2000,8285,30698,15324
23011 2000,16605,69107,37790
23013 2000,6832,23122,11746
23015 2000,6107,19223,9907
23017 2000,8793,31540,17317
23019 2000,18920,87543,46224
23021 2000,2995,9853,5213
23023 2000,4334,21032,12001
23025 2000,7278,29834,16659
23027 2000,4947,21684,11691
23029 2000,5856,19416,10396
23031 2000,25429,110971,61358
24001 2000,13429,43434,21824
24003 2000,48820,305344,168575
24005 2000,110335,446265,242944
24009 2000,6627,44136,28877
24011 2000,4031,17047,10537
24013 2000,16267,89007,55733
24015 2000,8995,51212,31701
24017 2000,9402,73416,46331
24019 2000,5423,17464,9437
24021 2000,18836,117756,72741
24023 2000,4461,17074,10121
24025 2000,22160,130609,81597
24027 2000,18468,155289,92333
24029 2000,3708,10792,5585
24031 2000,98157,536971,298386
24033 2000,61951,500228,297276
24035 2000,5227,24192,13735
24037 2000,7825,51766,32857
24039 2000,3503,15438,7004
24041 2000,6897,18986,9681
24043 2000,18690,79299,42042
24045 2000,10823,49665,29473
24047 2000,9351,26798,12667
24510 2000,85921,382026,224901
25001 2000,51265,121622,59942
25003 2000,24223,76571,41123
25005 2000,75512,313214,180238
25007 2000,2153,9169,4482
25009 2000,100306,423821,247546
25011 2000,10180,42853,22227
25013 2000,66251,257561,162161
25015 2000,18327,93418,47449
25017 2000,187307,911766,458331
25019 2000,1000,6553,2492
25021 2000,93734,391007,207321
25023 2000,55772,279458,170691
25025 2000,76163,446480,205686
25027 2000,97969,440329,262692
26001 2000,2866,6421,2937
26003 2000,1694,5903,2714
26005 2000,11725,60674,40914
26007 2000,5357,17623,10050
26009 2000,4033,12951,7451
26011 2000,2860,9947,5374
26013 2000,1423,5131,2679
26015 2000,6696,33173,20660
26017 2000,16170,64119,36593
26019 2000,2803,9137,5006
26021 2000,23449,92335,57252
26023 2000,6002,26841,15829
26025 2000,18857,79387,48743
26027 2000,6927,29808,17471
26029 2000,3894,14878,9009
26031 2000,4744,14900,8361
26033 2000,4886,24169,11566
26035 2000,5398,17457,10212
26037 2000,7034,37860,24314
26039 2000,2372,8073,4605
26041 2000,6542,21705,12374
26043 2000,4972,14968,9051
26045 2000,11751,61765,36738
26047 2000,4495,18257,10629
26049 2000,50607,253890,163266
26051 2000,4768,14644,8042
26053 2000,3931,9364,4868
26055 2000,10144,45789,26444
26057 2000,5723,24905,14156
26059 2000,6192,26503,16838
26061 2000,5579,20385,12004
26063 2000,7006,19536,11526
26065 2000,26251,172399,98341
26067 2000,6165,36816,22761
26069 2000,5897,14791,7946
26071 2000,3313,6825,3559
26073 2000,5722,38264,22682
26075 2000,20380,93489,54950
26077 2000,27148,142938,83964
26079 2000,2278,9629,5732
26081 2000,59625,334820,224423
26083 2000,468,1251,685
26085 2000,2234,6172,3516
26087 2000,8399,52511,32890
26089 2000,3669,11827,6698
26091 2000,12523,57708,34911
26093 2000,13037,95038,60181
26095 2000,1082,4285,2011
26097 2000,2178,6858,3468
26099 2000,107651,472761,258799
26101 2000,4435,13992,7403
26103 2000,8739,39304,19866
26105 2000,4748,15936,9127
26107 2000,5339,23374,14271
26109 2000,4392,14194,8221
26111 2000,9975,48161,30086
26113 2000,2143,8012,5246
26115 2000,16222,85873,53533
26117 2000,7421,35697,22144
26119 2000,2466,5535,2770
26121 2000,21887,96869,63119
26123 2000,6115,26572,18472
26125 2000,134959,732734,406830
26127 2000,3760,14785,10061
26129 2000,4064,11998,6702
26131 2000,1690,4426,2043
26133 2000,3284,12971,8370
26135 2000,1903,5108,2895
26137 2000,3201,13314,8231
26139 2000,24112,136341,96103
26141 2000,3220,7810,4073
26143 2000,6054,13749,6755
26145 2000,28331,119697,76212
26147 2000,20088,95925,59252
26149 2000,8097,35353,23456
26151 2000,6865,24579,16016
26153 2000,1653,5018,2732
26155 2000,8581,41910,26057
26157 2000,7450,33614,20719
26159 2000,9373,43337,28729
26161 2000,26271,208581,108173
26163 2000,248982,1182496,782284
26165 2000,4278,17216,10926
27001 2000,3517,8240,4232
27003 2000,21082,183015,116609
27005 2000,4918,16303,10663
27007 2000,4622,21915,15938
27009 2000,3765,20135,12800
27011 2000,1394,2860,1843
27013 2000,6782,33403,18878
27015 2000,4720,14476,9164
27017 2000,4784,18019,10730
27019 2000,5246,41214,29915
27021 2000,4899,14871,8756
27023 2000,2615,6822,4421
27025 2000,4047,23698,16474
27027 2000,6597,28603,19196
27029 2000,1472,4526,2916
27031 2000,887,3130,1382
27033 2000,2689,6141,4042
27035 2000,9410,30408,18627
27037 2000,26246,217427,139816
27039 2000,2146,9764,7163
27041 2000,5889,17971,10769
27043 2000,3599,8202,5221
27045 2000,4094,10990,7248
27047 2000,6156,17748,10547
27049 2000,6604,24585,15629
27051 2000,1442,3170,1989
27053 2000,122358,696937,370166
27055 2000,3159,10719,6982
27057 2000,3301,10107,5965
27059 2000,3392,17997,11956
27061 2000,7387,24562,14368
27063 2000,2308,5883,3658
27065 2000,2114,8372,5411
27067 2000,6153,22657,14965
27069 2000,1141,2713,1767
27071 2000,2577,7992,4565
27073 2000,1875,4003,2590
27075 2000,2211,6121,3291
27077 2000,780,2538,1392
27079 2000,3581,14190,9242
27081 2000,1572,3208,2003
27083 2000,3702,14007,9388
27085 2000,4841,19534,12959
27087 2000,867,2671,2018
27089 2000,1881,5437,3420
27091 2000,4336,11486,7176
27093 2000,3699,12250,8155
27095 2000,3602,12120,7992
27097 2000,4954,16946,11917
27099 2000,7547,20242,13178
27101 2000,1947,4740,2961
27103 2000,3225,17487,10832
27105 2000,3624,11106,7549
27107 2000,1558,3804,2533
27109 2000,13392,74293,45482
27111 2000,10858,30391,19037
27113 2000,2145,7601,4662
27115 2000,3987,15077,8919
27117 2000,2112,4968,3386
27119 2000,5463,16636,11138
27121 2000,2417,5736,3635
27123 2000,59502,304140,182349
27125 2000,819,2249,1471
27127 2000,3253,8708,5885
27129 2000,3401,8786,5996
27131 2000,6475,32716,20943
27133 2000,1984,4919,3396
27135 2000,2055,9030,6438
27137 2000,32274,115575,63134
27139 2000,5544,54080,38170
27141 2000,4584,38053,27190
27143 2000,2522,8196,5658
27145 2000,14661,77400,49614
27147 2000,4488,18876,12637
27149 2000,1709,5386,3493
27151 2000,2215,6742,3641
27153 2000,3939,12988,8945
27155 2000,1085,1910,1362
27157 2000,3233,11975,7628
27159 2000,2727,7045,4812
27161 2000,2766,11226,6848
27163 2000,15267,121970,79239
27165 2000,2206,6087,4435
27167 2000,1146,3832,2610
27169 2000,6539,28900,17357
27171 2000,7915,51778,37748
27173 2000,2269,5634,3814
28001 2000,5345,18801,12514
28003 2000,5121,20267,11414
28005 2000,2087,7575,4735
28007 2000,3398,10571,6953
28009 2000,1225,4416,2977
28011 2000,4480,22291,16874
28013 2000,2515,8316,5221
28015 2000,1461,6354,3550
28017 2000,2630,10660,7637
28019 2000,1459,5307,3654
28021 2000,1243,6570,4821
28023 2000,2719,9925,6526
28025 2000,2887,12009,8725
28027 2000,3754,15680,13927
28029 2000,3645,15948,11066
28031 2000,2518,10664,7690
28033 2000,9538,64897,41106
28035 2000,8237,42967,26405
28037 2000,1284,4578,3139
28039 2000,2093,10930,7609
28041 2000,1341,8316,4573
28043 2000,3340,12963,8558
28045 2000,6009,25153,14516
28047 2000,21002,112670,69485
28049 2000,27513,143706,98253
28051 2000,2673,10931,9668
28053 2000,1341,5770,4966
28055 2000,244,1325,835
28057 2000,3231,13104,7830
28059 2000,13547,77807,49306
28061 2000,2522,9978,6910
28063 2000,1063,5530,3855
28065 2000,1928,7616,5429
28067 2000,9239,36615,23622
28069 2000,1578,5693,3880
28071 2000,3814,24333,12688
28073 2000,3802,23150,15015
28075 2000,11067,43743,28929
28077 2000,1761,7447,4950
28079 2000,2996,11649,7818
28081 2000,8683,44128,28594
28083 2000,4523,20669,15731
28085 2000,4626,18702,12179
28087 2000,6898,35195,24259
28089 2000,7271,43987,29267
28091 2000,3650,14067,9654
28093 2000,3877,20573,13005
28095 2000,5325,21255,13951
28097 2000,2034,6506,4457
28099 2000,4060,15705,11144
28101 2000,3260,11929,8206
28103 2000,1611,6637,5312
28105 2000,3672,26817,14968
28107 2000,4142,18848,13928
28109 2000,6126,27803,18115
28111 2000,1342,6944,4783
28113 2000,5525,21237,15065
28115 2000,3424,15189,10032
28117 2000,3546,14514,9227
28119 2000,1334,5249,4355
28121 2000,10933,71331,41178
28123 2000,3527,15913,11086
28125 2000,745,3451,2949
28127 2000,3619,15553,10435
28129 2000,2245,9017,6057
28131 2000,1518,7820,5230
28133 2000,3333,19919,13515
28135 2000,1970,7960,6013
28137 2000,2895,14427,9788
28139 2000,3020,11942,7186
28141 2000,3217,11035,6042
28143 2000,933,5098,3972
28145 2000,3585,14543,9103
28147 2000,2132,8243,5858
28149 2000,5788,28243,19378
28151 2000,7212,33842,27223
28153 2000,2490,11845,8500
28155 2000,1692,5587,3701
28157 2000,1429,5875,3606
28159 2000,3116,11040,7364
28161 2000,2045,7276,4571
28163 2000,3500,15782,10962
29001 2000,3060,14828,8410
29003 2000,2382,9315,5838
29005 2000,1354,3377,1988
29007 2000,4357,14522,8623
29009 2000,5477,18792,12030
29011 2000,2065,6675,4762
29013 2000,2899,8906,5865
29015 2000,3828,9500,4670
29017 2000,1780,6790,4187
29019 2000,11639,84960,47307
29021 2000,12876,49360,29169
29023 2000,6815,23116,13543
29025 2000,1528,4795,3209
29027 2000,4474,24464,14352
29029 2000,7023,21790,9959
29031 2000,9460,40227,23094
29033 2000,2064,5375,3505
29035 2000,944,3342,2024
29037 2000,9636,47188,31309
29039 2000,2855,7162,4492
29041 2000,1884,4340,2641
29043 2000,5751,32133,20570
29045 2000,1240,4133,2499
29047 2000,19848,111894,65477
29049 2000,2679,10718,6829
29051 2000,8081,43972,24002
29053 2000,2536,9714,5389
29055 2000,3602,12629,8058
29057 2000,1610,4176,2600
29059 2000,2376,8609,5726
29061 2000,1411,4249,2918
29063 2000,1610,7299,3289
29065 2000,2649,8170,5067
29067 2000,2234,7130,4505
29069 2000,5464,18283,11776
29071 2000,11332,54168,34795
29073 2000,2889,8290,5058
29075 2000,1485,3420,2382
29077 2000,32668,144668,77754
29079 2000,2149,5507,3412
29081 2000,1945,4597,2877
29083 2000,4023,12207,7079
29085 2000,2329,4656,2342
29087 2000,1151,2800,1656
29089 2000,1648,5643,3495
29091 2000,6248,20296,13194
29093 2000,1827,5911,3593
29095 2000,81981,386865,231928
29097 2000,14430,59805,38053
29099 2000,18199,119056,75101
29101 2000,4486,28811,18199
29103 2000,926,2245,1458
29105 2000,4596,18367,11793
29107 2000,5079,18416,11473
29109 2000,5493,19240,12984
29111 2000,1687,5741,3820
29113 2000,4194,22021,15579
29115 2000,2829,7089,4672
29117 2000,2762,7858,4831
29119 2000,2440,12384,8544
29121 2000,2999,8521,5250
29123 2000,2120,6479,3900
29125 2000,1392,4987,3111
29127 2000,4709,15388,10104
29129 2000,827,1968,1171
29131 2000,3596,13102,8472
29133 2000,2133,7401,4855
29135 2000,2062,8538,5222
29137 2000,1637,5014,3266
29139 2000,2091,6636,4105
29141 2000,3787,10540,6144
29143 2000,3056,10971,7035
29145 2000,7388,29861,19075
29147 2000,3026,12868,7051
29149 2000,1863,5711,3384
29151 2000,1921,7292,4720
29153 2000,1860,5347,2846
29155 2000,2979,10462,8231
29157 2000,2845,10117,6394
29159 2000,6070,21795,14306
29161 2000,5527,23086,13473
29163 2000,2746,10844,5745
29165 2000,6505,46511,25810
29167 2000,4125,14775,9917
29169 2000,3257,23956,17106
29171 2000,1080,2786,1696
29173 2000,1371,5584,3216
29175 2000,3661,14380,8192
29177 2000,2994,13319,8588
29179 2000,1086,3836,2155
29181 2000,2336,7460,4522
29183 2000,24852,169291,111402
29185 2000,2056,5203,2923
29186 2000,2592,10024,6301
29187 2000,8318,32390,18286
29189 2000,143262,590771,346133
29195 2000,3865,13128,8218
29197 2000,826,2210,1386
29199 2000,948,2481,1911
29201 2000,5542,22735,14973
29203 2000,1250,4651,2936
29205 2000,1340,3548,2301
29207 2000,5118,16655,9618
29209 2000,5429,16484,8310
29211 2000,1334,3918,2483
29213 2000,6425,23107,12599
29215 2000,4106,12556,7667
29217 2000,3342,10949,7527
29219 2000,3186,14132,8809
29221 2000,2733,13722,8434
29223 2000,2626,7231,4104
29225 2000,3553,17706,12121
29227 2000,530,1208,776
29229 2000,2968,9613,6630
29510 2000,47842,200418,123406
30001 2000,1250,5282,3197
30003 2000,1089,6665,6097
30005 2000,904,3588,3086
30007 2000,719,2481,1419
30009 2000,1608,5456,2982
30011 2000,244,731,440
30013 2000,11248,45945,28501
30015 2000,1043,3057,2256
30017 2000,1999,6411,3975
30019 2000,475,1057,572
30021 2000,1603,5036,2883
30023 2000,1774,5228,2848
30025 2000,508,1529,938
30027 2000,2364,6331,3815
30029 2000,9656,43629,25601
30031 2000,5770,43767,22229
30033 2000,247,684,434
30035 2000,1221,6970,6131
30037 2000,172,556,368
30039 2000,450,1641,876
30041 2000,2134,9181,6548
30043 2000,1035,5964,3574
30045 2000,400,1262,788
30047 2000,3851,14453,9981
30049 2000,6533,33343,19275
30051 2000,425,1118,724
30053 2000,2859,10795,6120
30055 2000,374,1068,642
30057 2000,1176,3985,2010
30059 2000,351,1046,631
30061 2000,550,2297,1231
30063 2000,9585,60333,31339
30065 2000,787,2540,1392
30067 2000,2336,9319,4943
30069 2000,84,271,173
30071 2000,811,2423,1594
30073 2000,1044,3308,2470
30075 2000,344,988,636
30077 2000,1004,4474,2034
30079 2000,289,668,292
30081 2000,5589,20406,12148
30083 2000,1504,5260,3461
30085 2000,1230,5410,4838
30087 2000,833,5144,4129
30089 2000,1724,5835,3150
30091 2000,967,2110,1211
30093 2000,5545,19809,11253
30095 2000,1186,4761,2696
30097 2000,635,1979,1206
30099 2000,1073,3439,2330
30101 2000,837,2967,1745
30103 2000,144,460,303
30105 2000,1457,4112,2528
30107 2000,436,1170,788
30109 2000,230,537,357
30111 2000,17243,75527,45121
31001 2000,4942,17367,10828
